review_id,shop_name,address,city,neighborhood,review_date,reviewer_id,overall_rating,coffee_quality,service_quality,atmosphere,value_score,avg_price,wait_time_minutes,has_wifi,power_outlets,outdoor_seating,parking,mobile_ordering,review_text
238,Bean There,456 Elm Ave,Boston,Cambridge,2025-11-07,R3241,4.4,5,3.6,5,3.4,5.51,9,True,Limited,True,Lot,True,"Amazing coffee, perfectly brewed. Long wait but worth it. Quiet and peaceful."
239,Bean There,456 Elm Ave,Boston,Cambridge,2025-08-26,R3334,4.8,5,5,5,2.6,3.54,5,True,Limited,False,Valet,False,"Best latte in the city. Great customer service. Beautiful space, great vibes."
240,Bean There,456 Elm Ave,Boston,Cambridge,2025-09-13,R8309,4.2,4.2,3.9,5,3.4,5.81,4,False,Plenty,False,None,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
241,Bean There,456 Elm Ave,Boston,Cambridge,2025-06-24,R8004,4.2,4.4,3.8,4.6,3.6,5.1,9,True,Limited,False,Valet,False,"Coffee was okay, nothing special. Service was slow today. Quiet and peaceful."
242,Bean There,456 Elm Ave,Boston,Cambridge,2025-06-14,R5072,4.7,4.9,5,5,2.7,5.46,3,True,Plenty,False,Valet,True,"Best latte in the city. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
243,Bean There,456 Elm Ave,Boston,Cambridge,2025-07-30,R5573,4.6,5,4.2,4.7,3.9,5.06,12,False,None,False,Valet,True,"Great espresso, smooth and rich. Long wait but worth it. Modern and clean."
244,Bean There,456 Elm Ave,Boston,Cambridge,2025-06-15,R5886,4.4,4.1,4.8,4.7,3.3,3.92,4,True,Plenty,False,Valet,True,"Coffee tasted burnt. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
245,Bean There,456 Elm Ave,Boston,Cambridge,2025-06-16,R8568,4.2,4.6,3.7,5,3.0,4.94,13,False,Plenty,False,None,True,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
246,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-18,R1131,4.1,4.0,4.0,4.3,4.8,4.46,14,True,Limited,False,Street,True,"Decent coffee, could be better. Friendly staff, quick service. Crowded but welcoming."
247,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-06,R7467,4.2,4.4,4.5,3.4,3.7,3.29,11,True,None,False,Lot,True,"Amazing coffee, perfectly brewed. Great customer service. Modern and clean."
248,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-08,R2316,3.8,3.7,4.1,3.1,4.7,2.81,9,False,Limited,True,Valet,True,Best latte in the city. Staff seemed rushed. Quiet and peaceful.
249,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-11,R4120,4.2,4.2,4.5,3.2,4.9,4.39,4,True,None,True,None,True,"Decent coffee, could be better. Long wait but worth it. Crowded but welcoming."
250,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-20,R6615,4.4,4.7,4.4,4.0,4.0,3.48,2,True,Limited,False,Valet,False,"Excellent pour-over. Baristas are amazing. Beautiful space, great vibes."
251,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-28,R6881,3.9,3.8,3.7,3.9,4.5,5.71,5,True,Limited,False,Lot,False,"Great espresso, smooth and rich. Long wait but worth it. Crowded but welcoming."
252,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-08,R7476,4.2,4.4,4.1,3.4,4.9,5.94,2,True,Limited,False,Street,True,"Excellent pour-over. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
253,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-17,R8031,4.0,4.5,4.0,3.0,4.5,4.41,4,True,Limited,True,Street,False,"Coffee was okay, nothing special. Staff seemed rushed. Quiet and peaceful."
254,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-29,R2115,3.3,3.4,3.5,2.9,3.5,5.1,9,False,Limited,True,Lot,False,"Decent coffee, could be better. Great customer service. Cozy atmosphere, perfect for working."
255,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-16,R2936,4.2,3.8,5,3.7,4.6,5.54,2,True,None,False,None,True,"Coffee tasted burnt. Long wait but worth it. Beautiful space, great vibes."
256,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-25,R6417,3.6,3.6,3.6,3.4,3.5,5.01,10,True,Plenty,False,None,True,"Coffee was okay, nothing special. Baristas are amazing. Modern and clean."
257,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-28,R8606,4.6,4.7,4.9,4.0,4.7,4.48,5,True,Limited,False,Lot,False,"Best latte in the city. Service was slow today. Beautiful space, great vibes."
258,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-04,R7576,4.3,4.6,4.4,3.8,3.7,5.29,5,True,None,True,Lot,True,"Best latte in the city. Friendly staff, quick service. Cozy atmosphere, perfect for working."
259,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-16,R3869,4.3,4.9,3.7,4.0,3.9,2.91,6,False,Plenty,False,Lot,False,"Coffee tasted burnt. Staff was helpful and knowledgeable. Beautiful space, great vibes."
260,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-30,R3289,4.2,4.5,4.6,3.1,4.3,3.71,8,True,Plenty,False,None,True,"Best latte in the city. Long wait but worth it. Beautiful space, great vibes."
261,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-27,R3611,4.2,3.5,5,4.3,4.9,2.52,6,True,Plenty,True,Valet,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Too noisy, hard to concentrate."
262,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-11,R1844,4.4,4.0,4.9,4.2,4.5,4.41,11,True,Limited,True,Valet,True,Coffee tasted burnt. Great customer service. Modern and clean.
263,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-19,R2471,3.8,3.9,3.9,3.7,3.7,4.49,3,True,Limited,False,Lot,True,Best latte in the city. Staff seemed rushed. Quiet and peaceful.
264,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-27,R3025,4.0,4.4,3.5,4.0,3.8,5.7,10,True,Limited,True,None,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Cozy atmosphere, perfect for working."
265,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-10,R6434,4.3,3.9,5,3.9,4.4,4.75,13,True,Limited,True,None,True,Coffee tasted burnt. Baristas are amazing. Quiet and peaceful.
266,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-12,R8769,4.0,3.8,4.4,3.4,4.5,4.63,5,True,None,True,Lot,False,"Coffee tasted burnt. Friendly staff, quick service. Modern and clean."
267,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-16,R4099,3.8,3.8,3.5,3.6,4.7,4.84,7,False,Plenty,False,Lot,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Quiet and peaceful."
268,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-14,R3565,4.2,4.0,4.3,4.0,5,4.07,15,False,Limited,True,Street,True,Best latte in the city. Staff was helpful and knowledgeable. Modern and clean.
269,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-29,R2298,4.2,4.1,4.6,3.9,4.2,3.89,14,False,Plenty,True,Lot,True,"Best latte in the city. Long wait but worth it. Beautiful space, great vibes."
270,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-09,R4588,4.2,4.0,5,3.2,4.7,4.22,7,True,Plenty,False,Valet,False,"Decent coffee, could be better. Staff was helpful and knowledgeable. Modern and clean."
271,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-07,R1309,4.0,3.5,4.5,3.8,4.8,5.26,3,True,Plenty,True,Valet,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Beautiful space, great vibes."
272,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-20,R5973,4.3,4.7,3.9,4.2,4.3,4.6,8,True,None,True,None,True,"Excellent pour-over. Staff seemed rushed. Cozy atmosphere, perfect for working."
273,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-30,R4513,4.0,4.5,4.2,2.8,4.1,4.87,6,True,Limited,False,Lot,False,"Coffee tasted burnt. Baristas are amazing. Cozy atmosphere, perfect for working."
274,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-23,R7487,3.7,3.5,4.5,2.8,3.8,3.04,13,True,Limited,False,None,True,"Decent coffee, could be better. Staff seemed rushed. Needs better lighting."
275,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-01,R4516,4.5,4.8,4.8,3.7,4.3,4.82,11,True,Limited,False,Street,True,Coffee tasted burnt. Staff seemed rushed. Crowded but welcoming.
276,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-19,R8916,4.4,4.9,4.2,3.3,5,3.49,8,False,Limited,True,Lot,True,Coffee tasted burnt. Baristas are amazing. Modern and clean.
277,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-09,R7456,3.7,3.7,3.9,3.2,4.5,5.62,11,False,Limited,True,Valet,True,Excellent pour-over. Great customer service. Modern and clean.
278,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-19,R6903,3.9,3.5,4.9,3.1,4.2,4.85,12,True,Plenty,False,Valet,True,Coffee tasted burnt. Staff seemed rushed. Crowded but welcoming.
279,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-28,R6082,4.1,4.0,4.6,3.6,3.6,4.09,15,True,Plenty,True,None,True,"Best latte in the city. Service was slow today. Too noisy, hard to concentrate."
280,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-13,R4094,4.2,3.9,4.6,4.1,4.2,4.89,12,True,Plenty,False,Valet,False,"Coffee was okay, nothing special. Friendly staff, quick service. Too noisy, hard to concentrate."
281,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-25,R7900,4.6,4.8,4.6,3.9,4.8,3.24,9,True,None,False,Street,True,"Decent coffee, could be better. Staff seemed rushed. Beautiful space, great vibes."
282,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-05,R8134,3.9,3.4,5,3.0,4.4,2.8,13,True,Plenty,True,None,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Modern and clean."
283,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-18,R7720,3.9,4.2,4.1,2.9,4.1,2.96,2,False,Limited,True,None,True,Best latte in the city. Great customer service. Modern and clean.
284,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-03,R6190,4.0,3.9,4.7,2.9,4.8,5.9,4,True,None,True,Street,True,"Best latte in the city. Friendly staff, quick service. Crowded but welcoming."
285,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-20,R3839,3.5,3.5,3.5,3.5,3.7,5.89,11,True,Plenty,False,Street,True,Excellent pour-over. Baristas are amazing. Crowded but welcoming.
286,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-21,R7547,3.7,3.7,3.9,3.0,4.2,3.78,3,True,Limited,False,Street,True,"Great espresso, smooth and rich. Baristas are amazing. Too noisy, hard to concentrate."
287,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-09,R8488,3.7,3.4,3.8,4.1,3.9,3.81,8,True,None,False,Valet,True,"Coffee was okay, nothing special. Staff seemed rushed. Too noisy, hard to concentrate."
288,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-02,R2729,4.0,4.5,3.9,3.5,3.6,4.12,11,True,Limited,True,Lot,True,"Great espresso, smooth and rich. Long wait but worth it. Beautiful space, great vibes."
289,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-27,R6921,3.9,3.6,4.6,3.3,4.6,5.88,13,True,None,False,None,True,"Decent coffee, could be better. Great customer service. Too noisy, hard to concentrate."
290,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-03,R9162,4.3,4.4,4.5,3.8,4.2,5.8,4,True,Limited,False,Lot,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Quiet and peaceful."
291,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-20,R7094,4.2,4.3,4.6,3.6,3.6,3.4,7,True,Plenty,False,None,True,"Best latte in the city. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
292,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-09,R8424,4.1,3.5,4.8,4.3,3.7,5.12,5,True,Limited,True,Street,False,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Quiet and peaceful."
293,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-18,R2080,4.1,3.4,5,3.5,5,3.04,2,True,None,False,None,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Beautiful space, great vibes."
294,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-29,R8913,4.4,4.5,4.5,3.9,4.6,2.66,5,False,None,True,Valet,True,Excellent pour-over. Service was slow today. Modern and clean.
295,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-20,R2726,3.8,3.5,4.4,3.0,4.8,3.25,8,True,None,False,Lot,True,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Quiet and peaceful."
296,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-26,R5143,4.5,4.9,5,3.1,3.9,3.44,10,True,Plenty,False,Lot,True,Coffee tasted burnt. Staff was helpful and knowledgeable. Modern and clean.
297,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-19,R7608,3.7,3.5,3.9,3.5,4.3,4.92,2,True,None,False,None,True,"Best latte in the city. Long wait but worth it. Too noisy, hard to concentrate."
298,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-02,R1004,3.9,4.3,3.9,3.1,3.6,4.36,2,True,None,True,Valet,True,"Coffee was okay, nothing special. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
299,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-31,R3489,4.1,4.2,3.8,4.1,4.9,2.81,3,True,Limited,False,None,True,"Great espresso, smooth and rich. Great customer service. Too noisy, hard to concentrate."
300,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-01,R9031,4.2,4.5,3.8,4.2,3.7,4.64,15,True,Limited,False,Valet,True,Coffee tasted burnt. Baristas are amazing. Needs better lighting.
301,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-11,R5019,4.0,4.2,3.6,3.7,5,3.16,5,True,None,False,None,False,"Best latte in the city. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
302,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-04,R3143,4.5,4.9,4.7,3.8,4.2,3.23,10,True,Plenty,True,Street,True,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
303,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-26,R4758,4.3,4.8,4.4,2.9,4.6,2.57,4,True,Plenty,False,Lot,True,"Coffee was okay, nothing special. Staff seemed rushed. Cozy atmosphere, perfect for working."
304,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-21,R5117,4.7,4.7,4.8,4.2,5,2.94,13,True,None,True,Street,False,"Best latte in the city. Service was slow today. Too noisy, hard to concentrate."
305,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-12,R6324,3.7,3.4,3.7,4.0,3.9,5.82,3,False,None,False,Street,False,"Excellent pour-over. Service was slow today. Too noisy, hard to concentrate."
306,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-12,R1855,3.7,3.6,3.8,3.5,4.1,2.5,3,True,Plenty,False,Street,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Modern and clean."
307,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-16,R6411,3.9,4.4,3.5,3.4,3.9,4.93,14,True,Plenty,False,Lot,False,"Coffee was okay, nothing special. Great customer service. Too noisy, hard to concentrate."
308,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-07,R5187,3.9,3.6,4.4,3.4,4.9,5.01,4,True,Plenty,True,None,True,"Coffee tasted burnt. Staff seemed rushed. Too noisy, hard to concentrate."
309,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-22,R9744,4.1,4.3,4.2,3.9,3.9,3.22,13,True,None,False,None,True,Best latte in the city. Baristas are amazing. Quiet and peaceful.
310,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-10,R2120,4.2,4.6,3.9,3.6,4.7,4.94,11,True,Plenty,False,Street,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Modern and clean."
311,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-05,R7261,3.8,3.7,4.4,3.3,3.7,5.23,13,False,None,False,Valet,True,"Great espresso, smooth and rich. Long wait but worth it. Beautiful space, great vibes."
312,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-30,R3627,3.8,3.5,3.8,4.0,4.6,4.72,13,False,Limited,True,Valet,True,"Amazing coffee, perfectly brewed. Great customer service. Quiet and peaceful."
313,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-28,R5309,3.9,3.7,4.8,2.7,4.7,5.53,2,True,None,True,None,True,"Excellent pour-over. Staff seemed rushed. Too noisy, hard to concentrate."
314,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-19,R6397,4.1,3.7,4.5,3.7,4.8,2.73,3,True,Limited,False,Lot,False,"Best latte in the city. Service was slow today. Cozy atmosphere, perfect for working."
315,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-02,R7726,4.2,4.4,4.2,3.5,4.4,3.88,4,True,None,True,Street,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Cozy atmosphere, perfect for working."
316,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-27,R8799,3.7,3.4,4.0,3.5,4.4,2.89,5,False,Limited,False,None,True,"Best latte in the city. Staff seemed rushed. Too noisy, hard to concentrate."
317,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-08,R8196,4.4,4.2,4.8,4.2,4.2,4.99,4,True,Limited,False,Valet,False,"Great espresso, smooth and rich. Long wait but worth it. Needs better lighting."
318,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-21,R8659,3.8,3.6,3.9,4.1,3.5,4.4,2,True,None,True,Lot,False,"Coffee tasted burnt. Staff seemed rushed. Too noisy, hard to concentrate."
319,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-26,R5253,4.2,4.3,4.0,3.9,5,5.97,7,True,None,False,Lot,True,"Coffee was okay, nothing special. Great customer service. Beautiful space, great vibes."
320,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-25,R8322,4.0,4.5,4.1,3.2,3.8,2.72,5,True,None,False,Street,False,"Best latte in the city. Friendly staff, quick service. Modern and clean."
321,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-12,R8065,4.2,4.0,4.6,3.9,4.9,3.85,10,True,None,False,Lot,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Cozy atmosphere, perfect for working."
322,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-17,R7928,3.8,4.2,3.8,3.1,3.7,4.16,2,True,Plenty,True,Lot,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Needs better lighting."
323,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-20,R5106,4.0,4.3,3.6,4.2,3.6,5.18,5,False,None,False,Street,True,"Decent coffee, could be better. Staff seemed rushed. Quiet and peaceful."
324,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-29,R4709,4.2,4.0,4.5,3.6,4.8,3.17,12,False,Plenty,False,None,True,"Great espresso, smooth and rich. Great customer service. Crowded but welcoming."
325,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-24,R6589,3.6,3.9,3.5,3.0,3.8,4.51,11,True,Limited,False,Street,True,Coffee tasted burnt. Great customer service. Needs better lighting.
326,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-01,R8858,4.1,3.6,4.4,4.2,4.8,5.37,4,True,Limited,False,Lot,False,"Best latte in the city. Great customer service. Cozy atmosphere, perfect for working."
327,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-27,R1882,4.1,4.3,4.3,3.1,4.6,5.04,5,False,None,True,None,False,"Amazing coffee, perfectly brewed. Long wait but worth it. Needs better lighting."
328,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-07-02,R7044,3.8,3.4,4.2,3.7,4.3,5.31,2,True,Plenty,True,None,True,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
329,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-04,R1022,3.7,3.8,4.0,2.7,4.2,3.5,3,True,None,False,Valet,True,"Great espresso, smooth and rich. Staff was helpful and knowledgeable. Beautiful space, great vibes."
330,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-09,R5123,4.1,3.8,4.3,4.3,4.7,4.65,11,False,Limited,False,Lot,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
331,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-01,R4837,4.5,4.5,4.7,4.3,4.4,2.95,9,True,Limited,True,Valet,False,"Coffee was okay, nothing special. Friendly staff, quick service. Cozy atmosphere, perfect for working."
332,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-20,R1356,3.7,3.8,3.6,3.0,4.7,4.1,13,False,None,True,None,True,"Excellent pour-over. Great customer service. Cozy atmosphere, perfect for working."
333,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-05,R6053,4.1,3.7,4.4,4.1,4.5,3.38,4,True,Plenty,False,Street,False,"Best latte in the city. Staff was helpful and knowledgeable. Beautiful space, great vibes."
334,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-16,R7447,4.1,3.8,4.3,4.0,4.5,3.81,14,True,None,False,Street,False,"Great espresso, smooth and rich. Long wait but worth it. Needs better lighting."
335,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-22,R7718,3.7,3.5,3.7,3.5,5,5.91,8,True,Limited,False,None,True,"Coffee was okay, nothing special. Staff was helpful and knowledgeable. Crowded but welcoming."
336,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-14,R5748,4.2,4.8,4.0,3.1,4.8,5.84,15,True,Plenty,False,Street,True,"Great espresso, smooth and rich. Staff was helpful and knowledgeable. Beautiful space, great vibes."
337,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-16,R3581,3.9,3.8,4.5,3.2,3.8,5.77,6,False,None,False,None,True,"Best latte in the city. Service was slow today. Cozy atmosphere, perfect for working."
338,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-09-03,R3285,3.9,4.1,3.6,4.0,3.8,2.96,14,True,Plenty,False,None,False,"Excellent pour-over. Long wait but worth it. Cozy atmosphere, perfect for working."
339,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-10-08,R3626,4.4,4.9,4.4,3.3,4.1,5.54,7,True,Plenty,False,Lot,True,"Amazing coffee, perfectly brewed. Great customer service. Quiet and peaceful."
340,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-11-07,R2557,4.1,4.2,4.3,4.0,3.8,3.7,8,True,Plenty,False,Lot,False,"Best latte in the city. Service was slow today. Too noisy, hard to concentrate."
341,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-08-27,R1183,3.6,3.4,3.9,3.0,4.2,4.99,12,True,None,True,Street,False,"Great espresso, smooth and rich. Baristas are amazing. Crowded but welcoming."
342,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-05-30,R1911,4.1,4.7,4.0,2.9,4.4,2.92,9,True,Plenty,False,Valet,False,"Coffee tasted burnt. Friendly staff, quick service. Too noisy, hard to concentrate."
343,Brew & Co,789 Oak Blvd,Boston,Back Bay,2025-06-05,R4814,3.9,4.5,3.6,3.4,3.8,5.57,3,True,Limited,True,Street,False,"Great espresso, smooth and rich. Friendly staff, quick service. Beautiful space, great vibes."
344,The Daily Grind,321 Pine St,Boston,South End,2025-08-25,R3722,4.4,4.3,5,3.8,4.1,4.3,11,True,Limited,True,None,True,"Great espresso, smooth and rich. Long wait but worth it. Crowded but welcoming."
345,The Daily Grind,321 Pine St,Boston,South End,2025-06-23,R2689,4.7,5,5,4.0,4.0,2.57,15,True,Plenty,False,Valet,True,Excellent pour-over. Staff seemed rushed. Needs better lighting.
346,The Daily Grind,321 Pine St,Boston,South End,2025-08-29,R1330,4.6,4.9,4.6,4.2,4.5,5.71,14,True,Limited,False,Street,False,"Decent coffee, could be better. Long wait but worth it. Needs better lighting."
347,The Daily Grind,321 Pine St,Boston,South End,2025-11-11,R2014,4.3,4.0,5,3.7,4.3,5.4,5,True,Limited,True,Lot,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Crowded but welcoming."
348,The Daily Grind,321 Pine St,Boston,South End,2025-06-24,R2327,4.5,4.6,4.8,4.3,3.7,2.94,4,False,Plenty,True,Street,False,"Decent coffee, could be better. Baristas are amazing. Modern and clean."
349,The Daily Grind,321 Pine St,Boston,South End,2025-08-02,R8282,4.4,4.5,4.0,5,4.1,5.77,15,True,None,True,Lot,True,"Great espresso, smooth and rich. Staff seemed rushed. Too noisy, hard to concentrate."
350,The Daily Grind,321 Pine St,Boston,South End,2025-10-27,R8365,4.7,4.5,4.8,5,5,4.53,8,True,Plenty,False,Valet,True,"Coffee tasted burnt. Friendly staff, quick service. Quiet and peaceful."
351,The Daily Grind,321 Pine St,Boston,South End,2025-08-01,R6109,4.8,4.7,5,4.6,4.5,4.69,15,True,None,False,Street,False,"Coffee tasted burnt. Service was slow today. Too noisy, hard to concentrate."
352,The Daily Grind,321 Pine St,Boston,South End,2025-06-04,R5079,4.0,4.0,4.1,3.8,4.5,4.61,5,True,Plenty,True,Lot,False,"Coffee was okay, nothing special. Staff seemed rushed. Quiet and peaceful."
353,The Daily Grind,321 Pine St,Boston,South End,2025-09-26,R6459,4.4,3.8,4.5,5,4.9,5.53,7,False,Limited,True,Street,True,Best latte in the city. Great customer service. Quiet and peaceful.
354,The Daily Grind,321 Pine St,Boston,South End,2025-06-28,R2311,4.4,4.7,4.0,4.4,4.7,4.23,13,False,Limited,False,Street,True,"Great espresso, smooth and rich. Baristas are amazing. Beautiful space, great vibes."
355,The Daily Grind,321 Pine St,Boston,South End,2025-05-26,R5342,4.1,4.0,4.0,4.3,4.6,5.24,8,True,Plenty,True,Lot,True,"Best latte in the city. Baristas are amazing. Beautiful space, great vibes."
356,The Daily Grind,321 Pine St,Boston,South End,2025-07-10,R4133,4.4,3.9,5,4.8,4.3,2.97,2,True,None,False,None,False,"Coffee was okay, nothing special. Great customer service. Modern and clean."
357,The Daily Grind,321 Pine St,Boston,South End,2025-11-19,R7346,4.4,4.3,4.8,3.8,4.9,4.78,5,True,Plenty,False,None,True,"Coffee was okay, nothing special. Baristas are amazing. Cozy atmosphere, perfect for working."
358,The Daily Grind,321 Pine St,Boston,South End,2025-11-15,R2879,4.3,4.6,4.3,4.2,3.8,4.87,9,True,None,True,Lot,False,Best latte in the city. Long wait but worth it. Quiet and peaceful.
359,The Daily Grind,321 Pine St,Boston,South End,2025-08-10,R2180,4.3,4.7,4.1,4.3,3.6,3.07,12,True,Plenty,True,Lot,False,"Coffee tasted burnt. Long wait but worth it. Cozy atmosphere, perfect for working."
360,The Daily Grind,321 Pine St,Boston,South End,2025-09-26,R3502,4.9,5,5,4.4,4.8,4.32,6,True,None,False,Street,True,Coffee tasted burnt. Staff was helpful and knowledgeable. Quiet and peaceful.
361,The Daily Grind,321 Pine St,Boston,South End,2025-08-31,R1087,4.0,3.5,4.4,4.6,4.0,4.94,4,False,None,True,Lot,True,"Great espresso, smooth and rich. Long wait but worth it. Needs better lighting."
